ID,NAME,YEAR,RELEASE DATE,END DATE,TODAY RESELL ESTIMATED VALUE (USD)
2018-8,Nintendo Super Mario (July 24th - August 20th 2018),2018,July 24th,August 20th 2018,
2018-9,Justice League Action (August 21st - September 17th 2018),2018,August 21st,September 17th 2018,
2018-10,Bumblebee/My Little Pony: Cutie Mark Crew (September 18th - October 26th 2018,2018,September 18th,October 26th 2018,
2018-11,Pokémon/Hello Kitty (October 27th - November 12th 2018),2018,October 27th,November 12th 2018,
2018-12,Ralph Breaks the Internet (November 13th - December 10th 2018),2018,November 13th,December 10th 2018,
2018-13,Spider-Man: Into the Spider Verse (December 11th - 31st 2018),2018,Spider,Man,
2019-1,Monster Jam/Shopkins: Cutie Cars (January 1st - 21st 2019),2019,January 1st,21st 2019,
2019-2,The LEGO Movie 2: The Second Part (January 29th - February 25th 2019),2019,January 29th,February 25th 2019,
2019-3,Teen Titans Go! (February 26th - March 25th 2019),2019,February 26th,March 25th 2019,
2019-4,Ty Teenie Beanie Boos (March 26th - April 22nd 2019),2019,March 26th,April 22nd 2019,
2019-5,Avengers: Endgame (April 23rd - May 20th 2019),2019,April 23rd,May 20th 2019,
2019-6,The Secret Life of Pets 2 (May 21st - June 10th 2019),2019,May 21st,June 10th 2019,
2019-7,Disney Pixar’s Toy Story 4 (June 11th - July 15th 2019),2019,s Toy S,ry 4,
2019-8,Disney's The Lion King (July 16th - August 19th 2019),2019,July 16th,August 19th 2019,
2019-9,Snoopy: Explore Space (August 20th - September 16th 2019),2019,August 20th,September 16th 2019,
2019-10,Barbie/Hot Wheels (September 17th - October 14th 2019),2019,September 17th,October 14th 2019,
2019-11,Pokémon/Hello Kitty’s 45th Anniversary (October 15th - November 6th 2019),2019,October 15th,November 6th 2019,
2019-12,40 Years of Happy Meal (November 7th - 11th 2019),2019,November 7th,11th 2019,
2019-13,Frozen II (November 12th - December 9th 2019),2019,November 12th,December 9th 2019,
2019-14,Star Wars: The Rise of Skywalker (December 10th 2019 - January 6th 2020),2019,December 10th 2019,January 6th 2020,
2020-1,Discovery #Mindblown (January 7th - 27th 2020),2020,January 7th,27th 2020,
2020-2,Spirit: Riding Free/Fast and Furious: Spy Racers (February 4th - 24th 2020),2020,February 4th,24th 2020,
2020-3,Disney Pixar’s Onward (February 25th - March 23rd 2020),2020,February 25th,March 23rd 2020,
2020-4,Pikmi Pops Surprise/Beyblade Burst (March 24th - April 20th 2020),2020,March 24th,April 20th 2020,
2020-5,Trolls World Tour (April 21st - May 18th 2020),2020,Trolls World,ur,
2020-6,Illumination Presents Minions (June 23rd - July 27th 2020),2020,June 23rd,July 27th 2020,
2020-7,Disney Pixar Celebration (July 28th - August 31st 2020),2020,July 28th,August 31st 2020,
2020-8,Jurassic World: Camp Cretaceous (September 1st - October 5th 2020),2020,September 1st,October 5th 2020,
2020-9,Marvel Studios Heroes (October 6th - November 9th 2020),2020,October 6th,November 9th 2020,
2020-10,Mickey and Minnie's Runaway Railway (November 17th - December 14th 2020),2020,November 17th,December 14th 2020,
2020-11,Disney Pixar’s Soul (December 15th 2020 - January 11th 2021),2020,December 15th 2020,January 11th 2021,
2021-1,Hasbro Gaming (January 12th - February 8th 2021),2021,January 12th,February 8th 2021,
2021-2,Pokémon 25th Anniversary (February 9th - March 8th 2021),2021,February 9th,March 8th 2021,
2021-3,Raya and the Last Dragon (March 9th - April 5th 2021),2021,March 9th,April 5th 2021,
2021-4,Star Wars/Disney Princesses (April 6th - May 3rd 2021),2021,April 6th,May 3rd 2021,
2021-5,Ty Teenie Beanie Boos (May 11th - June 7th 2021),2021,May 11th,June 7th 2021,
2021-6,Disney Pixar’s Luca (June 8th - July 5th 2021),2021,June 8th,July 5th 2021,
2021-7,Space Jam: A New Legacy (July 6th - August 16th 2021),2021,July 6th,August 16th 2021,
2021-8,Ron's Gone Wrong (August 24th - September 13th 2021),2021,August 24th,September 13th 2021,
2021-9,Walt Disney World's 50th Anniversary (September 14th - October 25th 2021),2021,September 14th,October 25th 2021,
2021-10,Marvel Studios Eternals (October 26th - November 22nd 2021),2021,October 26th,November 22nd 2021,
2021-11,Disney's Encanto (November 23rd - December 20th 2021),2021,November 23rd,December 20th 2021,
2021-12,Illumination's Sing 2 (December 21st 2021 - January 17th 2022),2021,December 21st 2021,January 17th 2022,
2022-1,Teen Titans Go! (January 18th - February 7th 2022),2022,January 18th,February 7th 2022,
2022-2,Disney's Stitch (February 8th - March 7th 2022),2022,February 8th,March 7th 2022,
2022-3,Mario Kart (March 8th - April 4th 2022),2022,March 8th,April 4th 2022,
2022-4,Sonic the Hedgehog 2 (April 5th - May 9th 2022),2022,April 5th,May 9th 2022,
2022-5,WDW 50th Anniversary Celebration (May 10th - June 6th 2022),2022,May 10th,June 6th 2022,
2022-6,Disney Pixar‘s Lightyear (June 7th - July 4th 2022),2022,June 7th,July 4th 2022,
2022-7,Thor: Love and Thunder (July 5th - August 8th 2022),2022,July 5th,August 8th 2022,
2022-8,Pokémon Match Battle toys (August 16th - September 19th 2022),2022,mon Match Battle,ys,
2022-9,Cars on the Road: A Disney+ Original (September 20th - October 17th 2022),2022,September 20th,October 17th 2022,
2022-10,Halloween Boo Buckets Rollback (October 18th - 31st 2022),2022,October 18th,31st 2022,
2022-11,Black Panther: Wakanda Forever (November 1st - December 5th 2022),2022,November 1st,December 5th 2022,
2022-12,Hasbro Gaming (December 6th - 26th 2022),2022,December 6th,26th 2022,
2022-13,The Super Mario Bros. Movie (December 27th 2022 - January 23rd 2023),2022,December 27th 2022,January 23rd 2023,
2023-1,Mickey and Friends (January 31st - February 20th 2023),2023,January 31st,February 20th 2023,
2023-2,HarperCollins Books (February 21st - March 13th 2023),2023,February 21st,March 13th 2023,
2023-3,Karma’s World (March 14th - April 3rd 2023),2023,March 14th,April 3rd 2023,
2023-4,The Masked Singer (April 4th - 24th 2023),2023,April 4th,24th 2023,
2023-5,Guardians of the Galaxy Vol. 3 (April 25th - May 22nd 2023),2023,April 25th,May 22nd 2023,
2023-6,Disney’s The Little Mermaid (May 23rd - June 19th 2023),2023,May 23rd,June 19th 2023,
2023-7,Disney Pixar’s Elemental (June 20th - July 17th 2023),2023,June 20th,July 17th 2023,
2023-8,Marvel Studios: The Marvels (July 18th - August 14th 2023),2023,July 18th,August 14th 2023,
2023-9,Nerf (August 15th - September 11th 2023),2023,August 15th,September 11th 2023,
2023-10,Pokémon Match Battle (September 12th - October 16th 2023),2023,September 12th,October 16th 2023,
2023-11,Halloween Boo Buckets (October 17th - 30th 2023),2023,October 17th,30th 2023,
2023-12,Disney 100 Years of Wonder (October 31st - December 4th 2023),2023,October 31st,December 4th 2023,
2023-13,Crash Team Rumble (December 5th - 25th 2023),2023,December 5th,25th 2023,
2023-14,Squishmallows (December 26th 2023 - January 22nd 2024),2023,December 26th 2023,January 22nd 2024,
2024-1,Adopt Me (January 23rd 2024 - February 19th 2024),2024,January 23rd 2024,February 19th 2024,
2024-2,Clean Up Process (February 20th - March 11th 2024),2024,February 20th,March 11th 2024,
2024-3,MultiVersus (March 12th - April 1st 2024),2024,March 12th,April 1st 2024,
2024-4,Just Dance (April 2nd - 29th 2024),2024,April 2nd,29th 2024,
2024-5,Captain America: Brave New World (April 30th - May 27th 2024),2024,April 30th,May 27th 2024,
2024-6,Inside Out 2 (May 28th - June 24th 2024),2024,May 28th,June 24th 2024,
2024-7,Despicable Me 4 (June 25th - July 22nd 2024),2024,June 25th,July 22nd 2024,
2024-8,Panini Unstoppable (July 23rd - August 19th 2024),2024,Panini Uns,ppable,
2024-9,Yu-Gi-Oh x Sanrio (August 20th - September 16th 2024),2024,August 20th,September 16th 2024,
2024-10,Crocs (September 17th - October 14th 2024),2024,September 17th,October 14th 2024,
2024-11,"McDonald’s Halloween Buckets (October 15th - October 28th, 2024)",2024,October 15th,"October 28th, 2024",
2024-12,"Mario Kart 8 Deluxe (October 29th - November 25th, 2024)",2024,October 29th,"November 25th, 2024",
2024-13,"Holiday Pet Simulator (November 26th - December 16th, 2024)",2024,November 26th,"December 16th, 2024",
2024-14,Sonic the Hedgehog 3 (December 17th - January 20th 2025),2024,December 17th,January 20th 2025,
2025-1,Pokémon (January 21-February 24),2025,January 21,February 24,
2025-2,Clean Up (February 25-March 10),2025,February 25,March 10,
2025-3,McDonald's All American Games (March 11-March 31),2025,March 11,March 31,
2025-4,A Minecraft Movie (April 1-May 12),2025,April 1,May 12,
2025-5,Squishmallows (May 13-June 9),2025,May 13,June 9,
2025-6,Elio (June 10-June 30),2025,June 10,June 30,
2025-7,Lil McDonald’s (July 1-August 11),2025,July 1,August 11,
2025-8,Teenage Mutant Ninja Turtles/Hello Kitty (August 12-September 1),2025,August 12,September 1,
2025-9,TinyTan (September 2-October 20),2025,September 2,October 20,
2025-10,Halloween Pails (October 21-November 3),2025,October 21,November 3,
2025-11,Zootopia 2 (November 4-December 1),2025,Zoo,pia 2,
2025-12,Disney Land 70th Anniversary (December 2-December 29),2025,December 2,December 29,
